Botanical Name,Street,Latitude,Longitude
ACER PLATANOIDES,PARK AVE SOUTH,42.82954579,-78.82538126
PINUS RESINOSA,PARK AVE SOUTH,42.82954641,-78.82707382
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82955172,-78.82529482
ACER PLATANOIDES,PARK AVE SOUTH,42.82955514,-78.82534978
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82957057,-78.82607478
CORNUS MAS,PARK AVE SOUTH,42.82957333,-78.82534808
VACANT,PARK AVE SOUTH,42.82957578,-78.82602528
ACER TATARICUM,PARK AVE SOUTH,42.82957702,-78.82806924
ACER TATARICUM,PARK AVE SOUTH,42.82957711,-78.82796966
CRATAEGUS SPP,PARK AVE SOUTH,42.82957945,-78.82572417
BETULA NIGRA,PARK AVE SOUTH,42.82958449,-78.82417176
CRATAEGUS SPP,PARK AVE SOUTH,42.82958928,-78.82611254
CRATAEGUS SPP,PARK AVE SOUTH,42.82959826,-78.82577421
CRATAEGUS SPP,PARK AVE SOUTH,42.82960739999999,-78.82572825
CRATAEGUS SPP,PARK AVE SOUTH,42.82961054,-78.82574045
CRATAEGUS SPP,PARK AVE SOUTH,42.82961352,-78.8257723
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82962332,-78.82605466
BETULA NIGRA,PARK AVE SOUTH,42.82962616,-78.82896202
CORNUS MAS,PARK AVE SOUTH,42.82962807,-78.82538675
PINUS RESINOSA,PARK AVE SOUTH,42.82963093,-78.82697940000001
POPULUS DELTOIDES,PARK AVE SOUTH,42.82963157,-78.8292394
CRATAEGUS SPP,PARK AVE SOUTH,42.82963936,-78.82577803
CORNUS MAS,PARK AVE SOUTH,42.82964053,-78.82538895
PLATANUS X ACERIFOLIA,PARK AVE SOUTH,42.8296415,-78.82416186
POPULUS DELTOIDES,PARK AVE SOUTH,42.82964268,-78.82921395
CRATAEGUS SPP,PARK AVE SOUTH,42.82964362,-78.82605562
CRATAEGUS SPP,PARK AVE SOUTH,42.82964851,-78.82576448
BETULA NIGRA,PARK AVE SOUTH,42.82964947,-78.8290774
CRATAEGUS SPP,PARK AVE SOUTH,42.82965784,-78.82599626
VACANT,PARK AVE SOUTH,42.82966115,-78.82421135
CRATAEGUS SPP,PARK AVE SOUTH,42.82966154,-78.82576985
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82966201,-78.82582574
CRATAEGUS SPP,PARK AVE SOUTH,42.82966686,-78.82607222
CRATAEGUS SPP,PARK AVE SOUTH,42.82966807,-78.82602258
CRATAEGUS SPP,PARK AVE SOUTH,42.82966832,-78.8260057
CRATAEGUS SPP,PARK AVE SOUTH,42.82967613,-78.82574484
CRATAEGUS SPP,PARK AVE SOUTH,42.82967655,-78.82570923
CRATAEGUS SPP,PARK AVE SOUTH,42.82967674,-78.82600872
CRATAEGUS SPP,PARK AVE SOUTH,42.82968851,-78.82579307
CRATAEGUS SPP,PARK AVE SOUTH,42.82968979,-78.82578101
CRATAEGUS SPP,PARK AVE SOUTH,42.82970159,-78.82599520000001
STUMP,PARK AVE SOUTH,42.82970445,-78.82536934
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82970624,-78.82534082
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82970692,-78.82412905
CRATAEGUS SPP,PARK AVE SOUTH,42.82971385,-78.82602756
CRATAEGUS SPP,PARK AVE SOUTH,42.82973188,-78.82577228
CRATAEGUS SPP,PARK AVE SOUTH,42.82973248,-78.82599531
CRATAEGUS SPP,PARK AVE SOUTH,42.82974104,-78.82575083
CRATAEGUS SPP,PARK AVE SOUTH,42.82974189,-78.82600772
VACANT,PARK AVE SOUTH,42.82974207,-78.82603841
VACANT,PARK AVE SOUTH,42.82974255,-78.82603733
VACANT,PARK AVE SOUTH,42.82974779,-78.82601303
VACANT,PARK AVE SOUTH,42.82974809,-78.82601125
CRATAEGUS SPP,PARK AVE SOUTH,42.8297521,-78.8259965
CRATAEGUS SPP,PARK AVE SOUTH,42.82975322,-78.82578671
CRATAEGUS SPP,PARK AVE SOUTH,42.8297627,-78.82579899
STUMP,PARK AVE SOUTH,42.82976327,-78.825344
CRATAEGUS SPP,PARK AVE SOUTH,42.82977202,-78.82578955
CRATAEGUS SPP,PARK AVE SOUTH,42.82977385,-78.82577062
STUMP,PARK AVE SOUTH,42.82977843,-78.82533346
CRATAEGUS SPP,PARK AVE SOUTH,42.82977962,-78.82598794
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82977985,-78.82551315
CRATAEGUS SPP,PARK AVE SOUTH,42.82978705,-78.8260238
STUMP,PARK AVE SOUTH,42.82985779,-78.82533598
BETULA NIGRA,PARK AVE SOUTH,42.82987509,-78.8241386
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82990357,-78.82412443
BETULA NIGRA,PARK AVE SOUTH,42.82993868,-78.82594797
VACANT,PARK AVE SOUTH,42.82996894,-78.82586388
STUMP,PARK AVE SOUTH,42.82997494,-78.825783
STUMP,PARK AVE SOUTH,42.829985,-78.82578432
STUMP,PARK AVE SOUTH,42.82999007,-78.82563065
STUMP,PARK AVE SOUTH,42.82999116,-78.82561985
STUMP,PARK AVE SOUTH,42.82999746,-78.82562798
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82999872,-78.8259095
ACER SACCHARINUM,PARK AVE SOUTH,42.83000034,-78.82423783
BETULA PENDULA,PARK AVE SOUTH,42.83001878,-78.82853367
QUERCUS RUBRA,PARK AVE SOUTH,42.83002261,-78.82887867
ACER SACCHARINUM,PARK AVE SOUTH,42.83002571,-78.82427771
STUMP,PARK AVE SOUTH,42.8300307,-78.82564997
STUMP,PARK AVE SOUTH,42.83003549,-78.82569329
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83004018,-78.82545474
STUMP,PARK AVE SOUTH,42.83004308,-78.8256261
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83004421,-78.82649866
STUMP,PARK AVE SOUTH,42.83004803,-78.8256684
STUMP,PARK AVE SOUTH,42.83004845,-78.8256762
STUMP,PARK AVE SOUTH,42.83005255,-78.82570317
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.83005272,-78.82860343
BETULA NIGRA,PARK AVE SOUTH,42.83007512,-78.82414071
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83008036,-78.82572814
ACER SACCHARINUM,PARK AVE SOUTH,42.830081400000005,-78.82425223
SALIX NIGRA,PARK AVE SOUTH,42.83009516,-78.82553903
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83009843,-78.82638007
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83010923,-78.82545175
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83012454,-78.82623418
SALIX NIGRA,PARK AVE SOUTH,42.8301326,-78.82555169
BETULA NIGRA,PARK AVE SOUTH,42.83014389,-78.82838541
ACER SACCHARINUM,PARK AVE SOUTH,42.83014478,-78.82423207
BETULA NIGRA,PARK AVE SOUTH,42.83014635,-78.82832312
ACER SACCHARINUM,PARK AVE SOUTH,42.83015347,-78.82428117
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.83018976,-78.82411894
BETULA NIGRA,PARK AVE SOUTH,42.83021391,-78.828447
VACANT,PARK AVE SOUTH,42.83021476,-78.82845793
JUGLANS NIGRA,PARK AVE SOUTH,42.83021769,-78.82606913
QUERCUS RUBRA,PARK AVE SOUTH,42.83023621,-78.82413536
POPULUS DELTOIDES,PARK AVE SOUTH,42.83024545,-78.82595059
STUMP,PARK AVE SOUTH,42.83025252,-78.82838847
ACER SACCHARINUM,PARK AVE SOUTH,42.83025994,-78.82448611
QUERCUS ALBA,PARK AVE SOUTH,42.83026158,-78.82690706
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.83026715,-78.8241064
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83028565,-78.82489916
STUMP,PARK AVE SOUTH,42.83028698,-78.82608028
STUMP,PARK AVE SOUTH,42.83028879,-78.82605490000002
BETULA NIGRA,PARK AVE SOUTH,42.83028970000001,-78.82822527
ACER SACCHARINUM,PARK AVE SOUTH,42.83030625,-78.82450804
BETULA NIGRA,PARK AVE SOUTH,42.83030669,-78.82847236
FRAXINUS EXCELSIOR,PARK AVE SOUTH,42.83030949,-78.82851401
SALIX NIGRA,PARK AVE SOUTH,42.83032124,-78.82574499
FRAXINUS EXCELSIOR,PARK AVE SOUTH,42.8303224,-78.82551876
FRAXINUS EXCELSIOR,PARK AVE SOUTH,42.83032259,-78.82603675
PRUNUS SEROTINA,PARK AVE SOUTH,42.83032667,-78.82806619
ACER SACCHARINUM,PARK AVE SOUTH,42.83033211,-78.82416625
BETULA NIGRA,PARK AVE SOUTH,42.83034042,-78.82823474
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83034382,-78.82532469
PRUNUS SEROTINA,PARK AVE SOUTH,42.83034394,-78.82805585
ZELKOVA SERRATA 'WIRELESS',PARK AVE SOUTH,42.83034899,-78.82612159
STUMP,PARK AVE SOUTH,42.83035864,-78.82639036
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83036186,-78.82646593
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.830371299999996,-78.82469332
FRAXINUS EXCELSIOR,PARK AVE SOUTH,42.83037228,-78.82793283
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83037515,-78.82838792
STUMP,PARK AVE SOUTH,42.83037606,-78.826277
SALIX NIGRA,PARK AVE SOUTH,42.83037965,-78.82583722
SALIX NIGRA,PARK AVE SOUTH,42.83038072,-78.82586018
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83038202,-78.8245897
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83039382,-78.82534859
BETULA NIGRA,PARK AVE SOUTH,42.83040461,-78.82832744
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.83040667,-78.82410399
VACANT,PARK AVE SOUTH,42.83041099,-78.82422286
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83042952,-78.82820124
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83043127,-78.82444462
STUMP,PARK AVE SOUTH,42.83043274,-78.8263359
STUMP,PARK AVE SOUTH,42.83043722,-78.82637401
ACER SACCHARINUM,PARK AVE SOUTH,42.83044095,-78.82424184
STUMP,PARK AVE SOUTH,42.83044334,-78.82635848
VACANT,PARK AVE SOUTH,42.83044657,-78.82536134
ACER SACCHARINUM,PARK AVE SOUTH,42.83045,-78.82411817
SALIX NIGRA,PARK AVE SOUTH,42.83046234,-78.82598237
ACER SACCHARINUM,PARK AVE SOUTH,42.83046933,-78.82421281
STUMP,PARK AVE SOUTH,42.83047341,-78.82801887
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83047412,-78.82644265
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83048734,-78.82652272
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83050419,-78.82634185
SALIX NIGRA,PARK AVE SOUTH,42.83050623,-78.82626952
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83050823,-78.82538259999998
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83051957,-78.82792337
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83052434,-78.82416462
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83053603,-78.82408919
STUMP,PARK AVE SOUTH,42.83054597,-78.82478134
QUERCUS MACROCARPA,PARK AVE SOUTH,42.83054741,-78.82468254
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83055114,-78.82540163
DIOSPYROS VIRGINIANA,PARK AVE SOUTH,42.83055324,-78.82547911
STUMP,PARK AVE SOUTH,42.83055755,-78.82487034
SALIX BABYLONICA,PARK AVE SOUTH,42.83056534,-78.82599421
ACER CAMPESTRE,PARK AVE SOUTH,42.83057073,-78.82461571
SALIX BABYLONICA,PARK AVE SOUTH,42.830582299999996,-78.82589586
ACER SACCHARINUM,PARK AVE SOUTH,42.83058894,-78.82494001
SALIX NIGRA,PARK AVE SOUTH,42.83059658,-78.8265332
STUMP,PARK AVE SOUTH,42.83059995,-78.82498871
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83060156,-78.82542318
ACER PLATANOIDES,PARK AVE SOUTH,42.83060261,-78.82454359
SALIX BABYLONICA,PARK AVE SOUTH,42.83061456,-78.82588446
CRATAEGUS SPP,PARK AVE SOUTH,42.83061469,-78.82691436
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83061719,-78.8250314
DIOSPYROS VIRGINIANA,PARK AVE SOUTH,42.83063402,-78.82555359999999
DIOSPYROS VIRGINIANA,PARK AVE SOUTH,42.83063627,-78.82553112
STUMP,PARK AVE SOUTH,42.83063651,-78.82507702
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83064041,-78.82545603
DIOSPYROS VIRGINIANA,PARK AVE SOUTH,42.83065587,-78.82546576
CELTIS OCCIDENTALIS,PARK AVE SOUTH,42.83065704,-78.82511685
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83065863,-78.82760243
SALIX BABYLONICA,PARK AVE SOUTH,42.83066659,-78.82606422
DIOSPYROS VIRGINIANA,PARK AVE SOUTH,42.83066828,-78.82564233
DIOSPYROS VIRGINIANA,PARK AVE SOUTH,42.83068,-78.82565064
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83069236,-78.82550377
DIOSPYROS VIRGINIANA,PARK AVE SOUTH,42.83069263,-78.82561711
CORNUS RACEMOSA,PARK AVE SOUTH,42.83069671,-78.82566872
ACER RUBRUM,PARK AVE SOUTH,42.83070083,-78.82516673
DIOSPYROS VIRGINIANA,PARK AVE SOUTH,42.83071823,-78.82564629
PLATANUS X ACERIFOLIA,PARK AVE SOUTH,42.83073819,-78.82521997
VACANT,PARK AVE SOUTH,42.83074133,-78.82568781
POPULUS DELTOIDES,PARK AVE SOUTH,42.83074188,-78.82637513
TILIA AMERICANA,PARK AVE SOUTH,42.83075229,-78.82431513
STUMP,PARK AVE SOUTH,42.83075813,-78.82611461
CRATAEGUS SPP,PARK AVE SOUTH,42.83078076,-78.82621673
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.83078704,-78.82617666
VACANT,PARK AVE SOUTH,42.83078944,-78.82579839
TILIA AMERICANA,PARK AVE SOUTH,42.83080109,-78.82425904
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83080785,-78.82573937
CELTIS OCCIDENTALIS,PARK AVE SOUTH,42.83082115,-78.82532567
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.83082224,-78.82420047
VACANT,PARK AVE SOUTH,42.830822999999995,-78.82627044
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83082724,-78.82578799
STUMP,PARK AVE SOUTH,42.83084101,-78.82586063
ACER RUBRUM,PARK AVE SOUTH,42.83084494,-78.82527376
ACER SACCHARINUM,PARK AVE SOUTH,42.8308475,-78.8241142
STUMP,PARK AVE SOUTH,42.83085333,-78.82634534
FRAXINUS AMERICANA,PARK AVE SOUTH,42.830863,-78.82423379
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83086959,-78.82422235
CRATAEGUS SPP,PARK AVE SOUTH,42.83087703,-78.82412332
STUMP,PARK AVE SOUTH,42.83089157,-78.82592144
CORNUS MAS,PARK AVE SOUTH,42.83090679,-78.82608084
VACANT,PARK AVE SOUTH,42.8309204,-78.82416267
VACANT,PARK AVE SOUTH,42.83092749,-78.82611264
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83092761,-78.82590096
VACANT,PARK AVE SOUTH,42.83092776,-78.8261128
CRATAEGUS SPP,PARK AVE SOUTH,42.83092938,-78.82644064
ACER RUBRUM,PARK AVE SOUTH,42.83093452,-78.82534393
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83093516,-78.82596509999999
CRATAEGUS SPP,PARK AVE SOUTH,42.83094216,-78.824088
ACER SACCHARINUM,PARK AVE SOUTH,42.83094313,-78.82406666
STUMP,PARK AVE SOUTH,42.83095777,-78.82636965
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83097239,-78.82605248
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83097614,-78.82605594
VACANT,PARK AVE SOUTH,42.830976799999995,-78.82601779
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83098214,-78.82421194
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83098856,-78.82410061
ACER RUBRUM,PARK AVE SOUTH,42.83098963,-78.825439
CORNUS MAS,PARK AVE SOUTH,42.83099327,-78.826352
CRATAEGUS SPP,PARK AVE SOUTH,42.83099742,-78.82632752
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83100054,-78.82413482
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83100444,-78.82608767
TILIA AMERICANA,PARK AVE SOUTH,42.83101405,-78.82418014
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83103417,-78.82422983
VACANT,PARK AVE SOUTH,42.83104017,-78.82615425
VACANT,PARK AVE SOUTH,42.83104052,-78.82615279
VACANT,PARK AVE SOUTH,42.83106108,-78.82625675
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83106647,-78.82620533
STUMP OBSTRUCTED,PARK AVE SOUTH,42.83108135,-78.82689945
MALUS SPP,PARK AVE SOUTH,42.83108529999999,-78.82456353
CRATAEGUS SPP,PARK AVE SOUTH,42.83108599,-78.82406124
ACER SACCHARINUM,PARK AVE SOUTH,42.83109689,-78.82418375
ACER SACCHARINUM,PARK AVE SOUTH,42.83110803,-78.82406276
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83111019,-78.82414164
ACER SACCHARINUM,PARK AVE SOUTH,42.83111812,-78.82433254
QUERCUS RUBRA,PARK AVE SOUTH,42.83112999,-78.82708931
TILIA AMERICANA,PARK AVE SOUTH,42.83113407,-78.82414354
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83113827,-78.82638216
ACER SACCHARINUM,PARK AVE SOUTH,42.83115271,-78.82427854
QUERCUS RUBRA,PARK AVE SOUTH,42.83117644,-78.82691647
ACER SACCHARINUM,PARK AVE SOUTH,42.83117773,-78.82444662
VACANT,PARK AVE SOUTH,42.83117961,-78.82643616
ACER SACCHARINUM,PARK AVE SOUTH,42.83118566,-78.82418484
ACER SACCHARINUM,PARK AVE SOUTH,42.83119209,-78.82409086
VACANT,PARK AVE SOUTH,42.83119825,-78.82665199
VACANT,PARK AVE SOUTH,42.83119826,-78.8266507
SALIX NIGRA,PARK AVE SOUTH,42.8312012,-78.82759763
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83120478,-78.82653388
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83120822,-78.82413938
ACER SACCHARINUM,PARK AVE SOUTH,42.83120856,-78.82415589
VACANT,PARK AVE SOUTH,42.83123214,-78.82419808
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83124516,-78.82657201
SALIX NIGRA,PARK AVE SOUTH,42.83125194,-78.82789644
VACANT,PARK AVE SOUTH,42.83125609,-78.82821952
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83126338,-78.82663737
PINUS NIGRA,PARK AVE SOUTH,42.831263799999995,-78.82443661
FAGUS SYLVATICA,PARK AVE SOUTH,42.83126391,-78.82774955
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.83126577,-78.82796102
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83127744,-78.82671072
ACER SACCHARINUM,PARK AVE SOUTH,42.83128191,-78.82446905
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.831292499999996,-78.82805445
ACER SACCHARINUM,PARK AVE SOUTH,42.83129702,-78.82416237
ACER SACCHARINUM,PARK AVE SOUTH,42.83130764,-78.82428062
ACER SACCHARINUM,PARK AVE SOUTH,42.83132097,-78.82443553
ACER SACCHARINUM,PARK AVE SOUTH,42.83132766,-78.82436678
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83134939,-78.82429462
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83135027,-78.82685348
ACER SACCHARINUM,PARK AVE SOUTH,42.83135456,-78.82451536
VACANT,PARK AVE SOUTH,42.83136539,-78.82758396
VACANT,PARK AVE SOUTH,42.8313664,-78.82758337
ACER SACCHARINUM,PARK AVE SOUTH,42.83136933,-78.8244629
ACER SACCHARINUM,PARK AVE SOUTH,42.8313751,-78.82437464
ACER SACCHARINUM,PARK AVE SOUTH,42.83138031,-78.82453103
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83138296,-78.82446306
ACER SACCHARINUM,PARK AVE SOUTH,42.83138366,-78.82458349
ACER SACCHARINUM,PARK AVE SOUTH,42.8314124,-78.82469194
TILIA CORDATA,PARK AVE SOUTH,42.83141663,-78.83418517
TILIA CORDATA,PARK AVE SOUTH,42.83142329,-78.83394894
NYSSA SYLVATICA,PARK AVE SOUTH,42.83143137,-78.8271968
TILIA CORDATA,PARK AVE SOUTH,42.83143166,-78.83379718
ACER SACCHARINUM,PARK AVE SOUTH,42.83143625,-78.82452243
ACER SACCHARINUM,PARK AVE SOUTH,42.83143812,-78.82460561
VACANT,PARK AVE SOUTH,42.83144628,-78.82706887
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83144696,-78.82706091
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.83146104,-78.82458938
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.83146935,-78.82712989
NYSSA SYLVATICA,PARK AVE SOUTH,42.83147094,-78.82717448
ACER SACCHARINUM,PARK AVE SOUTH,42.8314717,-78.82443412
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.83147379,-78.82717661
TILIA CORDATA,PARK AVE SOUTH,42.83147516,-78.82646629999999
TILIA AMERICANA,PARK AVE SOUTH,42.83148497,-78.82609062
ACER SACCHARINUM,PARK AVE SOUTH,42.83148724,-78.82456552
MAGNOLIA ACUMINATA,PARK AVE SOUTH,42.83148992,-78.82713909
QUERCUS RUBRA,PARK AVE SOUTH,42.83149265,-78.82732472
ACER SACCHARINUM,PARK AVE SOUTH,42.83149668,-78.82468068
ACER SACCHARINUM,PARK AVE SOUTH,42.8314996,-78.82470868
NYSSA SYLVATICA,PARK AVE SOUTH,42.83151237,-78.82718761
TILIA CORDATA,PARK AVE SOUTH,42.83151383,-78.8336051
ACER RUBRUM,PARK AVE SOUTH,42.83151452,-78.82734391
NYSSA SYLVATICA,PARK AVE SOUTH,42.83151536,-78.82723129
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.83151766,-78.82786981
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.83152198,-78.82792685
NYSSA SYLVATICA,PARK AVE SOUTH,42.83152232,-78.82721521
ACER SACCHARINUM,PARK AVE SOUTH,42.83152271,-78.82784618
SALIX NIGRA,PARK AVE SOUTH,42.8315307,-78.82807101
ULMUS AMERICANA,PARK AVE SOUTH,42.831534399999995,-78.82790288
VACANT,PARK AVE SOUTH,42.83153933,-78.82474041
QUERCUS RUBRA,PARK AVE SOUTH,42.83153970000001,-78.82744847
ACER RUBRUM,PARK AVE SOUTH,42.8315404,-78.82778515
ULMUS AMERICANA,PARK AVE SOUTH,42.83154464,-78.82789352
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83154769,-78.82796902
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83154781,-78.82802202
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.83154879999999,-78.82752981
VACANT,PARK AVE SOUTH,42.83155069,-78.82641098
ULMUS AMERICANA,PARK AVE SOUTH,42.83156015,-78.82797578
SALIX NIGRA,PARK AVE SOUTH,42.83156148,-78.82806383
GLEDITSIA TRIACANTHOS,PARK AVE SOUTH,42.83156394,-78.83427791
FRAXINUS AMERICANA,PARK AVE SOUTH,42.83156756,-78.82493523
NYSSA SYLVATICA,PARK AVE SOUTH,42.83156993,-78.82733633
STUMP,PARK AVE SOUTH,42.83157002,-78.82793409
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83157155,-78.82787229
ACER SACCHARINUM,PARK AVE SOUTH,42.83157332,-78.82468456
STUMP,PARK AVE SOUTH,42.83157782,-78.8263299
ACER SACCHARINUM,PARK AVE SOUTH,42.83157794,-78.82466392
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.83157977,-78.82786664
STUMP,PARK AVE SOUTH,42.83158295,-78.82799987
AESCULUS HIPPOCASTANUM,PARK AVE SOUTH,42.8315896,-78.83089596
STUMP,PARK AVE SOUTH,42.83159037,-78.82800689
QUERCUS RUBRA,PARK AVE SOUTH,42.83159375,-78.82759666
AESCULUS GLABRA,PARK AVE SOUTH,42.8315952,-78.83073877
STUMP,PARK AVE SOUTH,42.83160072,-78.82620642
ACER SACCHARINUM,PARK AVE SOUTH,42.83160646,-78.82520032
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.83160678,-78.82788616
NYSSA SYLVATICA,PARK AVE SOUTH,42.83160746,-78.82744005
ACER SACCHARINUM,PARK AVE SOUTH,42.83160843,-78.82500396
ACER SACCHARINUM,PARK AVE SOUTH,42.83161001,-78.82487043
POPULUS DELTOIDES,PARK AVE SOUTH,42.831610299999994,-78.8279191
MAGNOLIA ACUMINATA,PARK AVE SOUTH,42.83161054,-78.82750694
AESCULUS HIPPOCASTANUM,PARK AVE SOUTH,42.831611200000005,-78.83060485
ACER PLATANOIDES,PARK AVE SOUTH,42.83161329,-78.83042276
PINUS STROBUS,PARK AVE SOUTH,42.83161351,-78.82900405
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83161608,-78.82782901
ACER SACCHARINUM,PARK AVE SOUTH,42.83162328,-78.82484542
STUMP,PARK AVE SOUTH,42.83162427,-78.82686999
GLEDITSIA TRIACANTHOS,PARK AVE SOUTH,42.83162508,-78.8340937
ACER SACCHARINUM,PARK AVE SOUTH,42.83162521,-78.82510663
ACER SACCHARINUM,PARK AVE SOUTH,42.8316328,-78.8247623
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.8316458,-78.82484135
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.83164589,-78.82778068
POPULUS DELTOIDES,PARK AVE SOUTH,42.83164698,-78.82789906
ACER SACCHARINUM,PARK AVE SOUTH,42.83165013,-78.82522094
NYSSA SYLVATICA,PARK AVE SOUTH,42.83165262,-78.82753176
GYMNOCLADUS DIOICUS,PARK AVE SOUTH,42.83165727,-78.83390201
PINUS STROBUS,PARK AVE SOUTH,42.83166575,-78.82892202
SALIX NIGRA,PARK AVE SOUTH,42.8316661,-78.8282131
VACANT,PARK AVE SOUTH,42.83167219,-78.82771443
ACER SACCHARINUM,PARK AVE SOUTH,42.83167559,-78.82493846
ACER SACCHARINUM,PARK AVE SOUTH,42.83167628,-78.82513279
VACANT,PARK AVE SOUTH,42.83167837,-78.82474889
ACER SACCHARINUM,PARK AVE SOUTH,42.83167918,-78.82498758
ACER SACCHARINUM,PARK AVE SOUTH,42.83168542,-78.82540079
ACER SACCHARINUM,PARK AVE SOUTH,42.83170048,-78.82531081
GYMNOCLADUS DIOICUS,PARK AVE SOUTH,42.83170188,-78.83382702
VACANT,PARK AVE SOUTH,42.83170433,-78.82816519
ACER SACCHARINUM,PARK AVE SOUTH,42.83170627,-78.82507093
NYSSA SYLVATICA,PARK AVE SOUTH,42.83170842,-78.82502971
PHELLODENDRON AMURENSE,PARK AVE SOUTH,42.83172158,-78.83407467
