Botanical Name,Street,Latitude,Longitude
ROBINIA PSEUDOACACIA,PARK AVE SOUTH,42.82849971,-78.82925789
CARYA GLABRA,PARK AVE SOUTH,42.82850273,-78.82881559
GINKGO BILOBA,PARK AVE SOUTH,42.82850396,-78.82464562
PINUS RESINOSA,PARK AVE SOUTH,42.82850587,-78.83335297
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82851088,-78.82719404
STUMP,PARK AVE SOUTH,42.82851215,-78.82448309
PINUS RESINOSA,PARK AVE SOUTH,42.82851753,-78.83349577
PINUS NIGRA,PARK AVE SOUTH,42.82852706,-78.82748983
ACER SACCHARINUM,PARK AVE SOUTH,42.82852745,-78.83010721
VACANT,PARK AVE SOUTH,42.82853624,-78.83427392
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82853737,-78.82884724
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82854373,-78.8246993
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82854922,-78.82682283
QUERCUS ALBA,PARK AVE SOUTH,42.82855093,-78.82934041
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82855116,-78.82688653
BETULA NIGRA,PARK AVE SOUTH,42.82855219,-78.83034214
CATALPA SPECIOSA,PARK AVE SOUTH,42.82855759,-78.83324116
PHELLODENDRON AMURENSE,PARK AVE SOUTH,42.82855769,-78.8307662
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82856027,-78.82687229
STUMP,PARK AVE SOUTH,42.82856198,-78.82723737
PHELLODENDRON AMURENSE,PARK AVE SOUTH,42.82856206,-78.83088787
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82856388,-78.82884444
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82856754,-78.8268347
VACANT,PARK AVE SOUTH,42.82856861,-78.83417535
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82857773,-78.82677458
PINUS NIGRA,PARK AVE SOUTH,42.82858128,-78.8275085
AESCULUS HIPPOCASTANUM,PARK AVE SOUTH,42.82858266,-78.82908845
VACANT,PARK AVE SOUTH,42.82858429,-78.83383527
VACANT,PARK AVE SOUTH,42.82858559,-78.83383517
OSTRYA VIRGINIANA,PARK AVE SOUTH,42.82858726,-78.82716831
PLATANUS X ACERIFOLIA,PARK AVE SOUTH,42.82858867,-78.82421348
ACER PLATANOIDES,PARK AVE SOUTH,42.82858945,-78.8303314
VACANT,PARK AVE SOUTH,42.82858958,-78.82665147
GINKGO BILOBA,PARK AVE SOUTH,42.8285914,-78.82470918
ACER PLATANOIDES,PARK AVE SOUTH,42.82859303,-78.83028546
VACANT,PARK AVE SOUTH,42.82859985,-78.8267129
BETULA NIGRA,PARK AVE SOUTH,42.82860032,-78.82716575
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82860515,-78.82749983
CATALPA SPECIOSA,PARK AVE SOUTH,42.82861034,-78.83345906
STUMP,PARK AVE SOUTH,42.82861092,-78.82748478
VACANT,PARK AVE SOUTH,42.82861173,-78.82748305
ACER PLATANOIDES,PARK AVE SOUTH,42.828619,-78.83375684
VACANT,PARK AVE SOUTH,42.82861942,-78.82901898
PINUS NIGRA,PARK AVE SOUTH,42.82862002,-78.82743486
VACANT,PARK AVE SOUTH,42.82862031,-78.82901738
VACANT,PARK AVE SOUTH,42.828814799999996,-78.82994322
QUERCUS RUBRA,PARK AVE SOUTH,42.82862174,-78.82931584
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82862423,-78.82972674
BETULA NIGRA,PARK AVE SOUTH,42.82863121,-78.82715949
VACANT,PARK AVE SOUTH,42.82863499,-78.8266267
VACANT,PARK AVE SOUTH,42.82864324,-78.82412587
ACER PLATANOIDES,PARK AVE SOUTH,42.82864341,-78.82987635
VACANT,PARK AVE SOUTH,42.82864354,-78.82412435
PHELLODENDRON AMURENSE,PARK AVE SOUTH,42.82864418,-78.83077765
AESCULUS HIPPOCASTANUM,PARK AVE SOUTH,42.82864655,-78.82937837
ROBINIA PSEUDOACACIA,PARK AVE SOUTH,42.82864826,-78.82926126
FAGUS SYLVATICA,PARK AVE SOUTH,42.82865157,-78.82704768
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82865194,-78.82723768
STUMP,PARK AVE SOUTH,42.82865426,-78.83365189
ACER PLATANOIDES,PARK AVE SOUTH,42.82865465,-78.83385374
QUERCUS MACROCARPA,PARK AVE SOUTH,42.82865817,-78.82969442
BETULA NIGRA,PARK AVE SOUTH,42.82866064,-78.82718321
JUGLANS NIGRA,PARK AVE SOUTH,42.82866585,-78.82973459
VACANT,PARK AVE SOUTH,42.82867338,-78.82674312
VACANT,PARK AVE SOUTH,42.82868042,-78.83252423
ACER PLATANOIDES,PARK AVE SOUTH,42.82868221,-78.83230243
VACANT,PARK AVE SOUTH,42.82868264,-78.82909286
ACER PLATANOIDES,PARK AVE SOUTH,42.82868436,-78.83294915
VACANT,PARK AVE SOUTH,42.82868505,-78.82912744
CRATAEGUS SPP,PARK AVE SOUTH,42.82868525,-78.82741268
ACER PLATANOIDES,PARK AVE SOUTH,42.82868644,-78.83211164
VACANT,PARK AVE SOUTH,42.82868764,-78.82926222
STUMP,PARK AVE SOUTH,42.82868995,-78.83189948
VACANT,PARK AVE SOUTH,42.82869601,-78.82680125
VACANT,PARK AVE SOUTH,42.82869626,-78.83277868
ACER SACCHARINUM,PARK AVE SOUTH,42.82869863,-78.83008938
VACANT,PARK AVE SOUTH,42.82870058,-78.83427944
PINUS NIGRA,PARK AVE SOUTH,42.82870255,-78.82808991
ACER PLATANOIDES,PARK AVE SOUTH,42.82870743,-78.83030553
PINUS NIGRA,PARK AVE SOUTH,42.82870794,-78.82735582
CATALPA SPECIOSA,PARK AVE SOUTH,42.82871015,-78.83316379
VACANT,PARK AVE SOUTH,42.82871202,-78.82479776
VACANT,PARK AVE SOUTH,42.82871207,-78.82655648
PLATANUS X ACERIFOLIA,PARK AVE SOUTH,42.82871553,-78.82422815
BETULA NIGRA,PARK AVE SOUTH,42.82871616,-78.82707957
VACANT,PARK AVE SOUTH,42.82871731,-78.83425362
CRATAEGUS SPP,PARK AVE SOUTH,42.82871985,-78.82900982
VACANT,PARK AVE SOUTH,42.82872254,-78.82899863
MALUS SPP,PARK AVE SOUTH,42.82872716,-78.83347724
CARYA GLABRA,PARK AVE SOUTH,42.82872735,-78.83047134
BETULA NIGRA,PARK AVE SOUTH,42.82873046,-78.83031523
JUGLANS NIGRA,PARK AVE SOUTH,42.82873082,-78.82981319
PRUNUS SPP,PARK AVE SOUTH,42.82873212,-78.82903985
BETULA NIGRA,PARK AVE SOUTH,42.82873525,-78.827033
BETULA NIGRA,PARK AVE SOUTH,42.8287414,-78.83031535
MALUS SPP,PARK AVE SOUTH,42.82875612,-78.83333262
JUGLANS NIGRA,PARK AVE SOUTH,42.82875694,-78.8289029
PINUS NIGRA,PARK AVE SOUTH,42.82875723,-78.82723598
STUMP,PARK AVE SOUTH,42.82875779,-78.8301108
VACANT,PARK AVE SOUTH,42.82875962,-78.82965386
ACER PLATANOIDES,PARK AVE SOUTH,42.82876634,-78.82899459
VACANT,PARK AVE SOUTH,42.82876656,-78.82698745
ACER CAMPESTRE,PARK AVE SOUTH,42.82876665,-78.83169768
ACER PLATANOIDES,PARK AVE SOUTH,42.82877244,-78.82987414
ACER SACCHARUM,PARK AVE SOUTH,42.82877535,-78.82425679
VACANT,PARK AVE SOUTH,42.82877671,-78.83431858
VACANT,PARK AVE SOUTH,42.82878049,-78.82682458
MAGNOLIA STELLATA,PARK AVE SOUTH,42.82878337,-78.82432767
ACER PLATANOIDES,PARK AVE SOUTH,42.828784000000006,-78.83389286
ACER PLATANOIDES,PARK AVE SOUTH,42.82878865,-78.82901952
VACANT,PARK AVE SOUTH,42.82878878,-78.82988034
PINUS NIGRA,PARK AVE SOUTH,42.82879092,-78.82800222
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82879191,-78.83006909
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82879267,-78.82484043
VACANT,PARK AVE SOUTH,42.82879775,-78.82991267
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.828798799999994,-78.83026498
CRATAEGUS SPP,PARK AVE SOUTH,42.828802200000005,-78.82981284
MAGNOLIA STELLATA,PARK AVE SOUTH,42.82880689,-78.82434147
ACER CAMPESTRE,PARK AVE SOUTH,42.82881058,-78.83154755
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82881612,-78.82698570000001
VACANT,PARK AVE SOUTH,42.82881654,-78.82681845
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82881823,-78.82428034
ACER PLATANOIDES,PARK AVE SOUTH,42.82881968,-78.82905090000001
VACANT,PARK AVE SOUTH,42.8288219,-78.82670685
MALUS SPP,PARK AVE SOUTH,42.82882312,-78.83355376
VACANT,PARK AVE SOUTH,42.82882313,-78.82988674
JUGLANS NIGRA,PARK AVE SOUTH,42.8288289,-78.82972671
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82883046,-78.82433242
VACANT,PARK AVE SOUTH,42.82883299,-78.82664258
ACER SACCHARUM,PARK AVE SOUTH,42.82883881,-78.82420247
PINUS NIGRA,PARK AVE SOUTH,42.82884264,-78.82792509
ACER PLATANOIDES,PARK AVE SOUTH,42.82884534,-78.83388997
ACER SACCHARINUM,PARK AVE SOUTH,42.82884836,-78.83008203
VACANT,PARK AVE SOUTH,42.828850200000005,-78.82989067
MAGNOLIA STELLATA,PARK AVE SOUTH,42.82885067,-78.82432107
MALUS SPP,PARK AVE SOUTH,42.82885127,-78.83368370000001
VACANT,PARK AVE SOUTH,42.82885887,-78.82915339
VACANT,PARK AVE SOUTH,42.82886476,-78.83435615
VACANT,PARK AVE SOUTH,42.82886539,-78.82666469
AESCULUS HIPPOCASTANUM,PARK AVE SOUTH,42.828867200000005,-78.82959365
ACER SACCHARINUM,PARK AVE SOUTH,42.82886862,-78.83007726
QUERCUS MACROCARPA,PARK AVE SOUTH,42.82887413,-78.82869378
VACANT,PARK AVE SOUTH,42.82887661,-78.82664820000001
CARYA GLABRA,PARK AVE SOUTH,42.82887707,-78.82885954
MAGNOLIA STELLATA,PARK AVE SOUTH,42.82887757,-78.82432803
MAGNOLIA STELLATA,PARK AVE SOUTH,42.82888270000001,-78.82428691
QUERCUS MACROCARPA,PARK AVE SOUTH,42.82888667,-78.8296385
VACANT,PARK AVE SOUTH,42.82889258,-78.82667457
CARYA GLABRA,PARK AVE SOUTH,42.82889315,-78.82864909
VACANT,PARK AVE SOUTH,42.82889996,-78.82688626
FAGUS SYLVATICA,PARK AVE SOUTH,42.8289017,-78.83401428
VACANT,PARK AVE SOUTH,42.82890728,-78.82982813
STUMP,PARK AVE SOUTH,42.82891065,-78.82785087
VACANT,PARK AVE SOUTH,42.82891386,-78.82991798
JUGLANS NIGRA,PARK AVE SOUTH,42.82891474,-78.82987377
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82891645,-78.82898287
STUMP,PARK AVE SOUTH,42.82891697,-78.82989909999999
VACANT,PARK AVE SOUTH,42.82891702,-78.82667252
QUERCUS MACROCARPA,PARK AVE SOUTH,42.82892225,-78.82963357
AESCULUS HIPPOCASTANUM,PARK AVE SOUTH,42.82892343,-78.82958675
STUMP,PARK AVE SOUTH,42.82892403,-78.82981728
STUMP,PARK AVE SOUTH,42.82892459,-78.83010053
STUMP,PARK AVE SOUTH,42.82892645,-78.82992169
VACANT,PARK AVE SOUTH,42.82892827,-78.83025834
MALUS PUMILA,PARK AVE SOUTH,42.82893714,-78.83375595
JUGLANS NIGRA,PARK AVE SOUTH,42.82893937,-78.82977087
VACANT,PARK AVE SOUTH,42.82894566,-78.83439207
VACANT,PARK AVE SOUTH,42.82894627,-78.82520614
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82894821,-78.82984785
VACANT,PARK AVE SOUTH,42.82895044,-78.82679959999999
ACER SACCHARINUM,PARK AVE SOUTH,42.8289515,-78.830056
VACANT,PARK AVE SOUTH,42.82895412,-78.82970939
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82898037,-78.82899492
QUERCUS MACROCARPA,PARK AVE SOUTH,42.82898205,-78.82962059999998
VACANT,PARK AVE SOUTH,42.82898555,-78.82554475
VACANT,PARK AVE SOUTH,42.82898642,-78.82980093
VACANT,PARK AVE SOUTH,42.82898759,-78.82542191
QUERCUS MACROCARPA,PARK AVE SOUTH,42.82898908,-78.82969714
QUERCUS MACROCARPA,PARK AVE SOUTH,42.828989299999996,-78.82985713
VACANT,PARK AVE SOUTH,42.82899322,-78.82552111
FAGUS SYLVATICA,PARK AVE SOUTH,42.828993700000005,-78.83410065
ACER PLATANOIDES,PARK AVE SOUTH,42.82900434,-78.8298814
QUERCUS MACROCARPA,PARK AVE SOUTH,42.82900485,-78.82970792
QUERCUS MACROCARPA,PARK AVE SOUTH,42.82901098,-78.82839594
CERCIDIPHYLLUM JAPONICUM,PARK AVE SOUTH,42.82901142,-78.82427142
VACANT,PARK AVE SOUTH,42.82901184,-78.82972501
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82901253,-78.82493715
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82901595,-78.82897637
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.829016100000004,-78.82990617
VACANT,PARK AVE SOUTH,42.82902037,-78.82538817
PINUS RESINOSA,PARK AVE SOUTH,42.829021000000004,-78.82772067
VACANT,PARK AVE SOUTH,42.82902223,-78.83269515
VACANT,PARK AVE SOUTH,42.82902306,-78.8326963
PLATANUS X ACERIFOLIA,PARK AVE SOUTH,42.82902334,-78.82420125
ACER SACCHARINUM,PARK AVE SOUTH,42.82902597,-78.83007117
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.8290345,-78.82902544
AESCULUS GLABRA,PARK AVE SOUTH,42.82904149,-78.82933816
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.8290436,-78.82970666
VACANT,PARK AVE SOUTH,42.82904788,-78.82533258
FAGUS SYLVATICA,PARK AVE SOUTH,42.82904825,-78.83399792
CRATAEGUS SPP,PARK AVE SOUTH,42.82905545,-78.83264824
VACANT,PARK AVE SOUTH,42.82905932,-78.82558513
VACANT,PARK AVE SOUTH,42.82905962,-78.82565534
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82906337,-78.8249536
STUMP,PARK AVE SOUTH,42.82907652,-78.83446056
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82907801,-78.82962763
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82908249,-78.82973738
CERCIDIPHYLLUM JAPONICUM,PARK AVE SOUTH,42.82908268,-78.82424438
GINKGO BILOBA,PARK AVE SOUTH,42.82908298,-78.82496218
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.829086600000004,-78.82523755
FAGUS SYLVATICA,PARK AVE SOUTH,42.829087799999996,-78.83414611
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82909156,-78.8296239
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82909605,-78.82962746
CRATAEGUS SPP,PARK AVE SOUTH,42.82910232,-78.83275526
ACER SACCHARINUM,PARK AVE SOUTH,42.82910239,-78.82980552
ACER SACCHARINUM,PARK AVE SOUTH,42.82910336,-78.8300125
PINUS RESINOSA,PARK AVE SOUTH,42.82910422,-78.82761305
STUMP,PARK AVE SOUTH,42.82973484,-78.82533305
QUERCUS MACROCARPA,PARK AVE SOUTH,42.82910493,-78.82961617
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82911809,-78.83000940000001
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82912264,-78.8241245
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82912563,-78.82964153
CRATAEGUS SPP,PARK AVE SOUTH,42.82912606,-78.83316705
VACANT,PARK AVE SOUTH,42.82912683,-78.83285575
VACANT,PARK AVE SOUTH,42.82912697,-78.83285702
VACANT,PARK AVE SOUTH,42.82913229,-78.83251321
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82913319,-78.82497095
VACANT,PARK AVE SOUTH,42.82913321,-78.83251408
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82913419,-78.82967464
JUGLANS NIGRA,PARK AVE SOUTH,42.82913639,-78.82968932
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82913797,-78.82972376
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82913899,-78.82954040000001
CRATAEGUS SPP,PARK AVE SOUTH,42.82913971,-78.83258041
VACANT,PARK AVE SOUTH,42.82914471,-78.83311957
VACANT,PARK AVE SOUTH,42.82914561,-78.83311805
VACANT,PARK AVE SOUTH,42.82914691,-78.83252159
VACANT,PARK AVE SOUTH,42.82914816,-78.83252186
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.829149799999996,-78.82954759999998
JUGLANS NIGRA,PARK AVE SOUTH,42.82915054,-78.82943900000001
PRUNUS SPP,PARK AVE SOUTH,42.82915318,-78.82975094
CRATAEGUS SPP,PARK AVE SOUTH,42.82915493,-78.83409488
CRATAEGUS SPP,PARK AVE SOUTH,42.82915637,-78.83312097
CARYA GLABRA,PARK AVE SOUTH,42.82915682,-78.82971322
VACANT,PARK AVE SOUTH,42.82915893,-78.83273835
VACANT,PARK AVE SOUTH,42.82916122,-78.83307711
VACANT,PARK AVE SOUTH,42.82916217,-78.83307711
QUERCUS RUBRA,PARK AVE SOUTH,42.829165,-78.82976025
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82916654,-78.82499723
ACER SACCHARINUM,PARK AVE SOUTH,42.82916712,-78.82982151
VACANT,PARK AVE SOUTH,42.82917263,-78.83307992
VACANT,PARK AVE SOUTH,42.82917313,-78.83308088
CRATAEGUS SPP,PARK AVE SOUTH,42.82917347,-78.83174416
JUGLANS NIGRA,PARK AVE SOUTH,42.82917681,-78.82961444
PINUS RESINOSA,PARK AVE SOUTH,42.82917681,-78.8275234
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82917978,-78.82973773
PRUNUS SPP,PARK AVE SOUTH,42.82918106,-78.82971452
JUGLANS NIGRA,PARK AVE SOUTH,42.82918258,-78.82962894
STUMP,PARK AVE SOUTH,42.82918357,-78.83452086
VACANT,PARK AVE SOUTH,42.82918977,-78.83170193
VACANT,PARK AVE SOUTH,42.82918985,-78.83170162
VACANT,PARK AVE SOUTH,42.82919202,-78.83292443
ACER PLATANOIDES,PARK AVE SOUTH,42.82919207,-78.82978354
VACANT,PARK AVE SOUTH,42.82919268,-78.83292439
CARYA GLABRA,PARK AVE SOUTH,42.82919323,-78.82964441
QUERCUS RUBRA,PARK AVE SOUTH,42.82919391,-78.82974072
PLATANUS X ACERIFOLIA,PARK AVE SOUTH,42.82919701,-78.82417761
TILIA CORDATA,PARK AVE SOUTH,42.82919757,-78.82424227
QUERCUS RUBRA,PARK AVE SOUTH,42.82919769,-78.82976125
VACANT,PARK AVE SOUTH,42.82920815,-78.83304251
VACANT,PARK AVE SOUTH,42.82920889,-78.83304375
AESCULUS HIPPOCASTANUM,PARK AVE SOUTH,42.8292093,-78.82965122
BETULA NIGRA,PARK AVE SOUTH,42.82920997,-78.82417598
VACANT,PARK AVE SOUTH,42.82921131,-78.82527208
VACANT,PARK AVE SOUTH,42.82921254,-78.82636188
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82921506,-78.8250065
VACANT,PARK AVE SOUTH,42.82921513,-78.82635022
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82921832,-78.82642278
VACANT,PARK AVE SOUTH,42.8292193,-78.82635854
JUGLANS NIGRA,PARK AVE SOUTH,42.82921979,-78.82969316
VACANT,PARK AVE SOUTH,42.82922108,-78.82823590000001
JUGLANS NIGRA,PARK AVE SOUTH,42.82922684,-78.82936309
TILIA CORDATA,PARK AVE SOUTH,42.82922839,-78.82422902
MAGNOLIA ACUMINATA,PARK AVE SOUTH,42.82922977,-78.8248716
VACANT,PARK AVE SOUTH,42.82923748,-78.82557503
CRATAEGUS SPP,PARK AVE SOUTH,42.82923942,-78.83166247
JUGLANS NIGRA,PARK AVE SOUTH,42.82924718,-78.82941844
BETULA NIGRA,PARK AVE SOUTH,42.82925033,-78.82419204
ACER PLATANOIDES,PARK AVE SOUTH,42.82925317,-78.82962545
VACANT,PARK AVE SOUTH,42.8292533,-78.82628987
CRATAEGUS SPP,PARK AVE SOUTH,42.82925376,-78.8316988
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82925569,-78.8263566
VACANT,PARK AVE SOUTH,42.82925711,-78.82529705
JUGLANS NIGRA,PARK AVE SOUTH,42.829257500000004,-78.82968918
VACANT,PARK AVE SOUTH,42.82926055,-78.83157094
VACANT,PARK AVE SOUTH,42.82926084,-78.82628204
VACANT,PARK AVE SOUTH,42.82926148,-78.83157142
GINKGO BILOBA,PARK AVE SOUTH,42.82926215,-78.8250157
PINUS RESINOSA,PARK AVE SOUTH,42.82926257,-78.82741052
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82926478,-78.83028318
VACANT,PARK AVE SOUTH,42.82926517,-78.82556893
VACANT,PARK AVE SOUTH,42.82926896,-78.82574563
VACANT,PARK AVE SOUTH,42.82926993,-78.82557467
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82927124,-78.82632519
CRATAEGUS SPP,PARK AVE SOUTH,42.82927529,-78.83173819
TILIA CORDATA,PARK AVE SOUTH,42.82927986,-78.82432358
CRATAEGUS SPP,PARK AVE SOUTH,42.82929471,-78.83162714
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82929565,-78.82634166
ACER PLATANOIDES,PARK AVE SOUTH,42.82929701,-78.82959302
VACANT,PARK AVE SOUTH,42.82930262,-78.82553006
VACANT,PARK AVE SOUTH,42.82930451,-78.83152132
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.829311100000005,-78.82627594
STUMP,PARK AVE SOUTH,42.82931324,-78.83458611
VACANT,PARK AVE SOUTH,42.82931394,-78.82593532
CRATAEGUS SPP,PARK AVE SOUTH,42.82931421,-78.83168288
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.829316,-78.82626471
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82931624,-78.82502013
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82931692,-78.8302777
JUGLANS NIGRA,PARK AVE SOUTH,42.82931831,-78.82964587
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82932035,-78.82628612
VACANT,PARK AVE SOUTH,42.82932046,-78.82594829
SALIX SPP,PARK AVE SOUTH,42.82932226,-78.83017045
VACANT,PARK AVE SOUTH,42.82932295,-78.82591658
VACANT,PARK AVE SOUTH,42.82932318,-78.82597507
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82932329999999,-78.82487138
TILIA CORDATA,PARK AVE SOUTH,42.82933365,-78.82424613
VACANT,PARK AVE SOUTH,42.82933375,-78.82589542
VACANT,PARK AVE SOUTH,42.82933414,-78.82924127
VACANT,PARK AVE SOUTH,42.8293351,-78.82924176
CRATAEGUS SPP,PARK AVE SOUTH,42.82933791,-78.82624165
VACANT,PARK AVE SOUTH,42.82933792,-78.82588617
CRATAEGUS SPP,PARK AVE SOUTH,42.82933827,-78.82629188
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82934044,-78.82410684
CRATAEGUS SPP,PARK AVE SOUTH,42.82934089,-78.82624428
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82934129,-78.82631118
CRATAEGUS SPP,PARK AVE SOUTH,42.82934259,-78.82629415
ROBINIA PSEUDOACACIA,PARK AVE SOUTH,42.82934359,-78.82618031
VACANT,PARK AVE SOUTH,42.82934402,-78.82926245
ACER SACCHARINUM,PARK AVE SOUTH,42.829347,-78.83003151
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82935578,-78.83028652
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82936673,-78.82530764
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82936855,-78.82495155
CRATAEGUS SPP,PARK AVE SOUTH,42.82937058,-78.82573529
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82937622,-78.82625932
CRATAEGUS SPP,PARK AVE SOUTH,42.82937839,-78.82571907
ACER SACCHARINUM,PARK AVE SOUTH,42.829378399999996,-78.82418432
VACANT,PARK AVE SOUTH,42.82938109,-78.82726522
RHAMNUS CATHARTICA,PARK AVE SOUTH,42.82938737,-78.82624421
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82938765,-78.82845846
STANDING BUTT,PARK AVE SOUTH,42.82939112,-78.82996857
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82939162,-78.82414041
BETULA PENDULA,PARK AVE SOUTH,42.82939441,-78.82831074
STANDING BUTT,PARK AVE SOUTH,42.829396,-78.83000216
ACER PLATANOIDES,PARK AVE SOUTH,42.82939601,-78.82618073
CRATAEGUS SPP,PARK AVE SOUTH,42.829397,-78.82618745
CORYLUS COLURNA,PARK AVE SOUTH,42.82940120000001,-78.82814543
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82940238,-78.82503389
CRATAEGUS SPP,PARK AVE SOUTH,42.82940324,-78.82574038
CRATAEGUS SPP,PARK AVE SOUTH,42.82940425,-78.82621266
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82940672,-78.82422798
ACER PLATANOIDES,PARK AVE SOUTH,42.82941625,-78.82586402
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82941768,-78.82835695
CRATAEGUS SPP,PARK AVE SOUTH,42.82942291,-78.82572440000001
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82942673,-78.83025977
ULMUS RUBRA,PARK AVE SOUTH,42.82942709,-78.83469032
ULMUS AMERICANA,PARK AVE SOUTH,42.82942892,-78.82426261
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.8294292,-78.82490608
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82943163,-78.82530659
ACER TATARICUM,PARK AVE SOUTH,42.8294323,-78.82810827
ACER PLATANOIDES,PARK AVE SOUTH,42.829447200000004,-78.82577787
STUMP,PARK AVE SOUTH,42.82945249,-78.82607537
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82945499,-78.82589135
MAGNOLIA ACUMINATA,PARK AVE SOUTH,42.82947835,-78.82415268
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82947904,-78.83026321
VACANT,PARK AVE SOUTH,42.82949684,-78.82914398
VACANT,PARK AVE SOUTH,42.8294972,-78.82914548
ACER TATARICUM,PARK AVE SOUTH,42.82949884,-78.82804946
LIQUIDAMBAR STRYACIFLUA,PARK AVE SOUTH,42.82949987,-78.82503638
ACER TATARICUM,PARK AVE SOUTH,42.8294999,-78.82812827
FRAXINUS PENNSYLVANICA,PARK AVE SOUTH,42.82950598,-78.83033414
CORNUS MAS,PARK AVE SOUTH,42.82950832,-78.82535792
POPULUS DELTOIDES,PARK AVE SOUTH,42.82951727,-78.82940737
LIRIODENDRON TULIPIFERA,PARK AVE SOUTH,42.82951952,-78.82423102
BETULA NIGRA,PARK AVE SOUTH,42.829525700000005,-78.82605153
CRATAEGUS SPP,PARK AVE SOUTH,42.82952721,-78.82575771
PINUS RESINOSA,PARK AVE SOUTH,42.82954394,-78.82707083
ACER PLATANOIDES,PARK AVE SOUTH,42.82954522,-78.82584066
