ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11937605,JC566537,2019-12-31 07:30:00,019XX W CORTLAND ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1434,14.0,32.0,22.0,06,1163305.0,1912659.0,2019,01/07/2020 03:52:21 PM,41.915977991999995,-87.67545570600001,"(41.915977992, -87.675455706)"
11938167,JD100069,2019-12-31 19:23:00,058XX S MARYLAND AVE,0810,THEFT,OVER $500,HOSPITAL BUILDING/GROUNDS,False,True,235,2.0,5.0,41.0,06,1182885.0,1866522.0,2019,01/07/2020 03:52:21 PM,41.788940779,-87.604958685,"(41.788940779, -87.604958685)"
11937678,JC566639,2019-12-31 14:36:00,045XX S DAMEN AVE,0485,BATTERY,AGGRAVATED OF A CHILD,SIDEWALK,False,False,924,9.0,12.0,61.0,04B,1163669.0,1874288.0,2019,01/07/2020 03:52:21 PM,41.810676762,-87.675199089,"(41.810676762, -87.675199089)"
11937334,JC566276,2019-12-31 10:25:00,100XX W OHARE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,False,False,1651,16.0,41.0,76.0,26,1100658.0,1934241.0,2019,01/07/2020 03:52:21 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
11937494,JC566484,2019-12-31 13:10:00,053XX W PENSACOLA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,1624,16.0,38.0,15.0,14,1140008.0,1928406.0,2019,01/07/2020 03:52:21 PM,41.959647837,-87.760661821,"(41.959647837, -87.760661821)"
11938788,JD100898,2019-12-31 12:00:00,045XX N LEAVITT ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1911,19.0,47.0,4.0,05,1160868.0,1930284.0,2019,01/07/2020 03:52:21 PM,41.964393007,-87.683918535,"(41.964393007, -87.683918535)"
11937635,JC566512,2019-12-31 13:15:00,017XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2531,25.0,29.0,25.0,08B,1137482.0,1910966.0,2019,01/07/2020 03:52:21 PM,41.911836571,-87.77036970399999,"(41.911836571, -87.770369704)"
11937564,JC566368,2019-12-31 05:49:00,104XX S FOREST AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,512,5.0,9.0,49.0,05,1180093.0,1835793.0,2019,01/07/2020 03:52:21 PM,41.704681352,-87.616135016,"(41.704681352, -87.616135016)"
11937213,JC566053,2019-12-31 01:04:00,117XX S SANGAMON ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,524,5.0,34.0,53.0,04B,1172104.0,1826888.0,2019,01/07/2020 03:52:21 PM,41.680423484,-87.64564986200001,"(41.680423484, -87.645649862)"
11937170,JC566031,2019-12-31 00:15:00,044XX W ADAMS ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,False,False,1113,11.0,28.0,26.0,15,1146830.0,1898644.0,2019,01/07/2020 03:52:21 PM,41.877850151,-87.736342529,"(41.877850151, -87.736342529)"
